model_key,threshold,mask_length,n_prog,n_detected,n_early,n_at_conv,n_late,n_missed,sensitivity,specificity,mean_lead_time,median_lead_time,mean_net_lead_time,median_net_lead_time,false_alarm_rate,n_ctrl,n_false_alarm
pooled_CN_variant5,0.4,1,119,109,31,73,5,10,0.9159663865546218,0.8412698412698413,33.68483870967742,28.740000000000002,8.80165137614679,0.0,0.15873015873015872,378,60
pooled_CN_variant5,0.5,1,119,109,31,73,5,10,0.9159663865546218,0.843915343915344,33.68483870967742,28.740000000000002,8.80165137614679,0.0,0.15608465608465608,378,59
pooled_CN_variant5,0.6,1,119,107,29,73,5,12,0.8991596638655462,0.8544973544973545,33.44689655172414,28.740000000000002,8.272056074766356,0.0,0.1455026455026455,378,55
pooled_CN_variant5,0.7,1,119,105,23,73,9,14,0.8823529411764706,0.8835978835978836,31.27434782608696,27.340000000000003,5.165619047619048,0.0,0.1164021164021164,378,44
pooled_CN_variant6,0.3,1,119,110,33,74,3,9,0.9243697478991597,0.8333333333333334,32.766363636363636,27.340000000000003,9.330272727272726,0.0,0.16666666666666666,378,63
pooled_CN_variant6,0.4,1,119,109,32,72,5,10,0.9159663865546218,0.8386243386243386,33.416562500000005,28.040000000000003,9.031926605504587,0.0,0.16137566137566137,378,61
pooled_CN_variant6,0.5,1,119,108,29,74,5,11,0.907563025210084,0.8465608465608465,34.17758620689655,29.56,8.391666666666667,0.0,0.15343915343915343,378,58
pooled_CN_variant6,0.6,1,119,105,27,73,5,14,0.8823529411764706,0.8677248677248677,34.35888888888889,29.56,7.802095238095238,0.0,0.13227513227513227,378,50
pooled_CN_variant6,0.7,1,119,101,21,70,10,18,0.8487394957983193,0.8941798941798942,29.89761904761905,26.839999999999996,4.195643564356436,0.0,0.10582010582010581,378,40
pooled_CN_variant7,0.3,1,119,110,32,74,4,9,0.9243697478991597,0.8333333333333334,33.416562500000005,28.040000000000003,9.093727272727273,0.0,0.16666666666666666,378,63
pooled_CN_variant7,0.4,1,119,109,32,72,5,10,0.9159663865546218,0.8386243386243386,33.416562500000005,28.040000000000003,9.031926605504587,0.0,0.16137566137566137,378,61
pooled_CN_variant7,0.5,1,119,109,30,74,5,10,0.9159663865546218,0.8465608465608465,33.46866666666667,28.450000000000003,8.433119266055046,0.0,0.15343915343915343,378,58
pooled_CN_variant7,0.6,1,119,106,27,74,5,13,0.8907563025210085,0.8677248677248677,34.35888888888889,29.56,7.7284905660377365,0.0,0.13227513227513227,378,50
pooled_CN_variant7,0.7,1,119,102,22,70,10,17,0.8571428571428571,0.8968253968253969,30.24545454545455,26.665,4.560588235294117,0.0,0.10317460317460317,378,39
pooled_CN_variant8,0.3,1,119,109,32,73,4,10,0.9159663865546218,0.8306878306878307,33.416562500000005,28.040000000000003,9.177155963302752,0.0,0.1693121693121693,378,64
pooled_CN_variant8,0.4,1,119,109,32,72,5,10,0.9159663865546218,0.8386243386243386,33.416562500000005,28.040000000000003,9.031926605504587,0.0,0.16137566137566137,378,61
pooled_CN_variant8,0.5,1,119,108,29,73,6,11,0.907563025210084,0.8518518518518519,34.17758620689655,29.56,8.233796296296296,0.0,0.14814814814814814,378,56
pooled_CN_variant8,0.6,1,119,105,25,75,5,14,0.8823529411764706,0.873015873015873,34.43600000000001,29.56,7.166,0.0,0.12698412698412698,378,48
pooled_CN_variant8,0.7,1,119,100,21,68,11,19,0.8403361344537815,0.8994708994708995,30.496666666666663,27.340000000000003,3.8651999999999997,0.0,0.10052910052910052,378,38
pooled_CN_variant9,0.3,1,119,110,32,73,5,9,0.9243697478991597,0.8306878306878307,33.416562500000005,28.040000000000003,9.154636363636364,0.0,0.1693121693121693,378,64
pooled_CN_variant9,0.4,1,119,109,32,72,5,10,0.9159663865546218,0.8386243386243386,33.416562500000005,28.040000000000003,9.031926605504587,0.0,0.16137566137566137,378,61
pooled_CN_variant9,0.5,1,119,108,30,72,6,11,0.907563025210084,0.8465608465608465,33.849666666666664,28.450000000000003,8.459166666666667,0.0,0.15343915343915343,378,58
pooled_CN_variant9,0.6,1,119,106,26,75,5,13,0.8907563025210085,0.8597883597883598,34.49615384615385,28.450000000000003,7.438018867924529,0.0,0.1402116402116402,378,53
pooled_CN_variant9,0.7,1,119,102,22,69,11,17,0.8571428571428571,0.8915343915343915,31.626818181818184,28.835000000000004,4.4935294117647056,0.0,0.10846560846560846,378,41
