model_key,threshold,mask_length,n_prog,n_detected,n_early,n_at_conv,n_late,n_missed,sensitivity,specificity,mean_lead_time,median_lead_time,mean_net_lead_time,median_net_lead_time,false_alarm_rate,n_ctrl,n_false_alarm
CN_MCI_seed281,0.6,5,119,105,26,68,11,14,0.8823529411764706,0.9736842105263158,33.89692307692308,27.665000000000003,6.422761904761905,0.0,0.02631578947368421,114,3
CN_MCI_seed281,0.7,5,119,100,23,63,14,19,0.8403361344537815,0.9736842105263158,31.62826086956522,25.989999999999995,4.4033,0.0,0.02631578947368421,114,3
CN_MCI_seed654,0.3,5,119,109,32,71,6,10,0.9159663865546218,0.9385964912280702,32.844375,26.695,8.707522935779817,0.0,0.06140350877192982,114,7
CN_MCI_seed654,0.4,5,119,108,27,75,6,11,0.907563025210084,0.956140350877193,35.1062962962963,28.740000000000002,7.833055555555556,0.0,0.043859649122807015,114,5
CN_MCI_seed654,0.5,5,119,107,26,73,8,12,0.8991596638655462,0.9649122807017544,34.00961538461539,27.665000000000003,6.969345794392524,0.0,0.03508771929824561,114,4
CN_MCI_seed654,0.6,5,119,100,24,66,10,19,0.8403361344537815,0.9736842105263158,33.03,27.09,6.142800000000001,0.0,0.02631578947368421,114,3
CN_MCI_seed654,0.7,4,119,100,22,63,15,19,0.8403361344537815,0.9753086419753086,26.907727272727268,25.185000000000002,3.0342000000000002,0.0,0.024691358024691357,162,4
CN_MCI_seed754,0.3,5,119,109,30,75,4,10,0.9159663865546218,0.9385964912280702,33.857,28.040000000000003,8.668990825688073,0.0,0.06140350877192982,114,7
CN_MCI_seed754,0.4,5,119,108,30,72,6,11,0.907563025210084,0.9473684210526316,33.041333333333334,27.665000000000003,8.234629629629628,0.0,0.05263157894736842,114,6
CN_MCI_seed754,0.5,5,119,108,30,71,7,11,0.907563025210084,0.9473684210526316,32.069,26.695,7.7370370370370365,0.0,0.05263157894736842,114,6
CN_MCI_seed754,0.6,5,119,102,26,69,7,17,0.8571428571428571,0.9649122807017544,31.541153846153847,27.09,6.7649019607843135,0.0,0.03508771929824561,114,4
CN_MCI_seed754,0.7,5,119,100,22,62,16,19,0.8403361344537815,0.9824561403508771,33.17909090909091,27.184999999999995,3.9016,0.0,0.017543859649122806,114,2
CN_MCI_seed759,0.3,5,119,110,32,74,4,9,0.9243697478991597,0.9385964912280702,33.0221875,28.040000000000003,8.96290909090909,0.0,0.06140350877192982,114,7
CN_MCI_seed759,0.4,5,119,109,31,73,5,10,0.9159663865546218,0.9473684210526316,33.65096774193549,28.740000000000002,8.792018348623852,0.0,0.05263157894736842,114,6
CN_MCI_seed759,0.5,5,119,109,28,75,6,10,0.9159663865546218,0.9649122807017544,34.386785714285715,28.450000000000003,7.898440366972476,0.0,0.03508771929824561,114,4
CN_MCI_seed759,0.6,5,119,103,25,70,8,16,0.865546218487395,0.9649122807017544,34.312,27.990000000000002,6.898349514563106,0.0,0.03508771929824561,114,4
CN_MCI_seed759,0.7,4,119,100,23,63,14,19,0.8403361344537815,0.962962962962963,27.842173913043478,25.989999999999995,3.7506,0.0,0.037037037037037035,162,6
