threshold,mask_length,sensitivity_mean,sensitivity_std,sensitivity_ci_lower,sensitivity_ci_upper,specificity_mean,specificity_std,specificity_ci_lower,specificity_ci_upper,mean_lead_time_mean,mean_lead_time_std,mean_lead_time_ci_lower,mean_lead_time_ci_upper,median_lead_time_mean,median_lead_time_std,median_lead_time_ci_lower,median_lead_time_ci_upper,mean_net_lead_time_mean,mean_net_lead_time_std,mean_net_lead_time_ci_lower,mean_net_lead_time_ci_upper,median_net_lead_time_mean,median_net_lead_time_std,median_net_lead_time_ci_lower,median_net_lead_time_ci_upper,false_alarm_rate_mean,false_alarm_rate_std,false_alarm_rate_ci_lower,false_alarm_rate_ci_upper,n_early_mean,n_early_std,n_early_ci_lower,n_early_ci_upper,n_at_conv_mean,n_at_conv_std,n_at_conv_ci_lower,n_at_conv_ci_upper,n_late_mean,n_late_std,n_late_ci_lower,n_late_ci_upper,n_missed_mean,n_missed_std,n_missed_ci_lower,n_missed_ci_upper,n_false_alarm_mean,n_false_alarm_std,n_false_alarm_ci_lower,n_false_alarm_ci_upper
0.05,0,0.9949579831932773,0.005875679821681526,0.990754775055565,0.9991611913309897,0.021292775665399232,0.009560467511100682,0.014453629207025188,0.028131922123773277,43.869063513830284,0.2348595519477008,43.70105511141132,44.037071916249246,31.631999999999998,0.2879158827775146,31.426037384916462,31.837962615083534,29.714438973677254,0.137975653474396,29.61573713710853,29.81314081024598,17.537,0.31114662495714346,17.31441911306744,17.759580886932557,0.9787072243346007,0.009560467511100682,0.9718680778762266,0.9855463707929747,80.2,0.7888106377466155,79.63571886278484,80.76428113721516,38.2,0.4216370213557839,37.898379044960244,38.50162095503976,0.0,0.0,0.0,0.0,0.6,0.6992058987801011,0.09981823161222914,1.1001817683877708,514.8,5.028805910838963,511.2026089628952,518.3973910371047
0.05,1,0.9949579831932773,0.005875679821681526,0.990754775055565,0.9991611913309897,0.025132275132275162,0.010526751663415618,0.017601890632412617,0.03266265963213771,43.869063513830284,0.2348595519477008,43.70105511141132,44.037071916249246,31.631999999999998,0.2879158827775146,31.426037384916462,31.837962615083534,29.714438973677254,0.137975653474396,29.61573713710853,29.81314081024598,17.537,0.31114662495714346,17.31441911306744,17.759580886932557,0.9748677248677249,0.010526751663415618,0.9673373403678623,0.9823981093675874,80.2,0.7888106377466155,79.63571886278484,80.76428113721516,38.2,0.4216370213557839,37.898379044960244,38.50162095503976,0.0,0.0,0.0,0.0,0.6,0.6992058987801011,0.09981823161222914,1.1001817683877708,368.5,3.9791121287711073,365.65351465905195,371.34648534094805
0.05,2,0.9949579831932773,0.005875679821681526,0.990754775055565,0.9991611913309897,0.02202797202797202,0.009331290863052722,0.015352768667466292,0.028703175388477747,43.869063513830284,0.2348595519477008,43.70105511141132,44.037071916249246,31.631999999999998,0.2879158827775146,31.426037384916462,31.837962615083534,29.714438973677254,0.137975653474396,29.61573713710853,29.81314081024598,17.537,0.31114662495714346,17.31441911306744,17.759580886932557,0.9779720279720279,0.00933129086305272,0.9712968246115221,0.9846472313325336,80.2,0.7888106377466155,79.63571886278484,80.76428113721516,38.2,0.4216370213557839,37.898379044960244,38.50162095503976,0.0,0.0,0.0,0.0,0.6,0.6992058987801011,0.09981823161222914,1.1001817683877708,279.7,2.6687491868330793,277.79089183889533,281.60910816110464
0.05,3,0.9949579831932773,0.005875679821681526,0.990754775055565,0.9991611913309897,0.01889400921658988,0.007350836321969516,0.013635537689008988,0.024152480744170774,43.869063513830284,0.2348595519477008,43.70105511141132,44.037071916249246,31.631999999999998,0.2879158827775146,31.426037384916462,31.837962615083534,29.714438973677254,0.137975653474396,29.61573713710853,29.81314081024598,17.537,0.31114662495714346,17.31441911306744,17.759580886932557,0.9811059907834101,0.007350836321969516,0.9758475192558292,0.986364462310991,80.2,0.7888106377466155,79.63571886278484,80.76428113721516,38.2,0.4216370213557839,37.898379044960244,38.50162095503976,0.0,0.0,0.0,0.0,0.6,0.6992058987801011,0.09981823161222914,1.1001817683877708,212.9,1.5951314818673863,211.75891167851495,214.04108832148506
0.1,0,0.9630252100840335,0.004339477138607735,0.9599209351446286,0.9661294850234384,0.3212927756653992,0.03368829875792651,0.2971936184985135,0.3453919328322849,39.539765934406965,0.47604897519042916,39.19922101242423,39.8803108563897,28.167500000000008,0.6059256004934377,27.734046937182605,28.60095306281741,22.16405278413425,0.5516233332427714,21.769445223204475,22.558660345064023,12.232999999999999,0.19408188420812889,12.094162183807915,12.371837816192082,0.6787072243346007,0.03368829875792651,0.654608067167715,0.7028063815014864,64.5,1.509230856356236,63.42036128420155,65.57963871579845,49.1,1.3703203194062978,48.11973189612078,50.08026810387922,1.0,0.0,1.0,1.0,4.4,0.5163977794943222,4.03059128221082,4.76940871778918,357.0,17.72004514666935,344.3238433302181,369.6761566697819
0.1,1,0.9630252100840335,0.004339477138607735,0.9599209351446286,0.9661294850234384,0.35211640211640216,0.03864909452835675,0.3244685054360291,0.3797642987967752,39.539765934406965,0.47604897519042916,39.19922101242423,39.8803108563897,28.167500000000008,0.6059256004934377,27.734046937182605,28.60095306281741,22.16405278413425,0.5516233332427714,21.769445223204475,22.558660345064023,12.232999999999999,0.19408188420812889,12.094162183807915,12.371837816192082,0.6478835978835978,0.03864909452835675,0.6202357012032248,0.6755314945639709,64.5,1.509230856356236,63.42036128420155,65.57963871579845,49.1,1.3703203194062978,48.11973189612078,50.08026810387922,1.0,0.0,1.0,1.0,4.4,0.5163977794943222,4.03059128221082,4.76940871778918,244.9,14.609357731718848,234.449095054819,255.35090494518101
0.1,2,0.9630252100840335,0.004339477138607735,0.9599209351446286,0.9661294850234384,0.39580419580419585,0.03659005476988081,0.36962924743471676,0.42197914417367494,39.539765934406965,0.47604897519042916,39.19922101242423,39.8803108563897,28.167500000000008,0.6059256004934377,27.734046937182605,28.60095306281741,22.16405278413425,0.5516233332427714,21.769445223204475,22.558660345064023,12.232999999999999,0.19408188420812889,12.094162183807915,12.371837816192082,0.6041958041958042,0.03659005476988081,0.5780208558263251,0.6303707525652833,64.5,1.509230856356236,63.42036128420155,65.57963871579845,49.1,1.3703203194062978,48.11973189612078,50.08026810387922,1.0,0.0,1.0,1.0,4.4,0.5163977794943222,4.03059128221082,4.76940871778918,172.8,10.46475566418591,165.31396476632898,180.28603523367104
0.1,3,0.9630252100840335,0.004339477138607735,0.9599209351446286,0.9661294850234384,0.4138248847926267,0.040044760127036214,0.3851785890878126,0.4424711804974408,39.539765934406965,0.47604897519042916,39.19922101242423,39.8803108563897,28.167500000000008,0.6059256004934377,27.734046937182605,28.60095306281741,22.16405278413425,0.5516233332427714,21.769445223204475,22.558660345064023,12.232999999999999,0.19408188420812889,12.094162183807915,12.371837816192082,0.5861751152073732,0.040044760127036214,0.5575288195025592,0.6148214109121872,64.5,1.509230856356236,63.42036128420155,65.57963871579845,49.1,1.3703203194062978,48.11973189612078,50.08026810387922,1.0,0.0,1.0,1.0,4.4,0.5163977794943222,4.03059128221082,4.76940871778918,127.2,8.689712947566859,120.98375383205536,133.41624616794465
0.15,0,0.9487394957983193,0.0026573761850154356,0.9468385233926065,0.950640468204032,0.5733840304182509,0.02679941609437748,0.5542128830391566,0.5925551777973452,35.15672501616546,0.9265404413139876,34.49391791281039,35.81953211952053,27.989500000000003,0.7718500502040528,27.43735173621273,28.541648263787277,13.99481479140329,0.9449580218714827,13.318832544605145,14.670797038201433,0.0,0.0,0.0,0.0,0.4266159695817491,0.026799416094377457,0.40744482220265477,0.4457871169608434,45.5,2.3687784005919825,43.80547801242238,47.19452198757762,65.4,2.4585451886114362,63.641262720685866,67.15873727931415,2.0,0.0,2.0,2.0,6.1,0.31622776601683794,5.8737842837201795,6.32621571627982,224.4,14.096492865642542,214.3159764785964,234.4840235214036
0.15,1,0.9487394957983193,0.0026573761850154356,0.9468385233926065,0.950640468204032,0.6074074074074074,0.030039368984048367,0.5859185373536674,0.6288962774611474,35.15672501616546,0.9265404413139876,34.49391791281039,35.81953211952053,27.989500000000003,0.7718500502040528,27.43735173621273,28.541648263787277,13.99481479140329,0.9449580218714827,13.318832544605145,14.670797038201433,0.0,0.0,0.0,0.0,0.3925925925925926,0.030039368984048388,0.3711037225388526,0.4140814626463326,45.5,2.3687784005919825,43.80547801242238,47.19452198757762,65.4,2.4585451886114362,63.641262720685866,67.15873727931415,2.0,0.0,2.0,2.0,6.1,0.31622776601683794,5.8737842837201795,6.32621571627982,148.4,11.354881475970295,140.2772071196863,156.52279288031372
