threshold,mask_length,sensitivity_mean,sensitivity_ci_lower,sensitivity_ci_upper,specificity_mean,specificity_ci_lower,specificity_ci_upper,PPV_mean,PPV_ci_lower,PPV_ci_upper,NPV_mean,NPV_ci_lower,NPV_ci_upper,accuracy_mean,accuracy_ci_lower,accuracy_ci_upper,f1_mean,f1_ci_lower,f1_ci_upper,false_alarm_rate_mean,false_alarm_rate_ci_lower,false_alarm_rate_ci_upper,mean_lead_time_mean,mean_lead_time_ci_lower,mean_lead_time_ci_upper,mean_net_lead_time_mean,mean_net_lead_time_ci_lower,mean_net_lead_time_ci_upper
0.3,0,0.9201680672268908,0.9159173637043657,0.9244187707494159,0.8134980988593155,0.8080789399078605,0.8189172578107704,0.5276329768306998,0.5210449513582586,0.534221002303141,0.9782905458689484,0.9772679759507277,0.9793131157871691,0.8331782945736433,0.8292938731431171,0.8370627160041696,0.670618783898378,0.6659992279115479,0.6752383398852082,0.1865019011406844,0.1810827421892295,0.1919210600921393,33.28275420224541,32.83983792304399,33.725670481446826,8.919667201062614,8.76831509306163,9.071019309063598
0.3,1,0.9201680672268908,0.9159173637043657,0.9244187707494159,0.8423280423280424,0.8370351135620342,0.8476209710940505,0.6477126448841518,0.6404913116765029,0.6549339780918008,0.9710385502471673,0.9696447557474677,0.972432344746867,0.8609657947686117,0.8574108627268422,0.8645207268103812,0.7602051023365819,0.7557431851284959,0.7646670195446679,0.15767195767195769,0.15237902890594954,0.16296488643796583,33.28275420224541,32.83983792304399,33.725670481446826,8.919667201062614,8.76831509306163,9.071019309063598
0.3,2,0.9201680672268908,0.9159173637043657,0.9244187707494159,0.8755244755244755,0.8719480894284877,0.8791008616204634,0.7547251623698713,0.7498107345612861,0.7596395901784565,0.9634596691247751,0.9616717244479023,0.9652476138016479,0.888641975308642,0.8865273114088351,0.8907566392084488,0.8292432020278124,0.8265192822008302,0.8319671218547947,0.12447552447552448,0.12089913837953664,0.12805191057151233,33.28275420224541,32.83983792304399,33.725670481446826,8.919667201062614,8.76831509306163,9.071019309063598
0.3,3,0.9201680672268908,0.9159173637043657,0.9244187707494159,0.8847926267281107,0.880397192590042,0.8891880608661793,0.8142117218772326,0.8087974930009185,0.8196259507535466,0.9528732836390571,0.9506222501497957,0.9551243171283185,0.8973214285714285,0.8950218042587246,0.8996210528841324,0.8639167570037823,0.8612675249931845,0.8665659890143802,0.11520737327188942,0.11081193913382081,0.11960280740995802,33.28275420224541,32.83983792304399,33.725670481446826,8.919667201062614,8.76831509306163,9.071019309063598
0.35,0,0.9159663865546219,0.9119587848405005,0.9199739882687433,0.8260456273764258,0.8211107660808605,0.8309804886719911,0.5438040868579106,0.5373599236234591,0.5502482500923621,0.9775111154108884,0.9765567214585448,0.9784655093632321,0.8426356589147288,0.8391187097218672,0.8461526081075904,0.6823812473248205,0.6780072947344269,0.6867551999152142,0.1739543726235741,0.1690195113280088,0.1788892339191394,33.51640184768189,33.121483052656004,33.91132064270778,8.676230749389926,8.41522072450913,8.937240774270723
0.35,1,0.9159663865546219,0.9119587848405005,0.9199739882687433,0.8502645502645503,0.8452814225912743,0.8552476779378263,0.6583719464300348,0.6515727741790371,0.6651711186810325,0.9698370412384426,0.9685685424429362,0.971105540033949,0.8659959758551308,0.8628718533240839,0.8691200983861777,0.7660334412560588,0.7622797393868731,0.7697871431252444,0.14973544973544972,0.14475232206217375,0.1547185774087257,33.51640184768189,33.121483052656004,33.91132064270778,8.676230749389926,8.41522072450913,8.937240774270723
0.35,2,0.9159663865546219,0.9119587848405005,0.9199739882687433,0.882867132867133,0.8794804271695065,0.8862538385647596,0.7649851571195951,0.7603589285570107,0.7696113856821796,0.9619174869342727,0.9602710471154614,0.963563926753084,0.8925925925925927,0.8908760445652839,0.8943091406199015,0.8336623346899984,0.8315804375271278,0.835744231852869,0.11713286713286715,0.11374616143524055,0.12051957283049375,33.51640184768189,33.121483052656004,33.91132064270778,8.676230749389926,8.41522072450913,8.937240774270723
0.35,3,0.9159663865546219,0.9119587848405005,0.9199739882687433,0.8912442396313363,0.8873747594365133,0.8951137198261592,0.822093159678299,0.8173410009779258,0.8268453183786721,0.9508543881563339,0.9487677265780726,0.9529410497345953,0.9,0.8982046371723824,0.9017953628276176,0.8664623451902402,0.8644303409424161,0.8684943494380644,0.1087557603686636,0.10488628017384072,0.1126252405634865,33.51640184768189,33.121483052656004,33.91132064270778,8.676230749389926,8.41522072450913,8.937240774270723
0.4,0,0.9117647058823529,0.9075140023598278,0.916015409404878,0.8342205323193917,0.8287504172437027,0.8396906473950808,0.5546330569922013,0.5473001108821155,0.5619660031022872,0.9766401669914211,0.9756615504299264,0.9776187835529158,0.8485271317829458,0.8446479916892339,0.8524062718766577,0.6896287738480398,0.68478348693951,0.6944740607565696,0.16577946768060836,0.16030935260491927,0.17124958275629745,33.696990061230586,33.139063517491834,34.25491660496934,8.284835281564684,7.972374221906035,8.597296341223332
0.4,1,0.9117647058823529,0.9075140023598278,0.916015409404878,0.8571428571428571,0.852422186152725,0.8618635281329892,0.6678422245966473,0.6612005573010638,0.6744838918922309,0.9686213343010557,0.9672774046496667,0.9699652639524446,0.8702213279678068,0.86724435085731,0.8731983050783036,0.7709113550936548,0.7672103617477821,0.7746123484395275,0.14285714285714285,0.13813647186701078,0.14757781384727492,33.696990061230586,33.139063517491834,34.25491660496934,8.284835281564684,7.972374221906035,8.597296341223332
