trial,score,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,colsample_bylevel,colsample_bynode,min_child_weight,gamma,reg_alpha,reg_lambda
4,0.9245373815201574,242,3,0.26849988358654586,0.5091638866448439,0.8253349160403137,0.8631417342622246,0.5478154766502732,5,1.8352799485281135,0.004909569800972182,0.2065690268737068
7,0.9104207737212293,174,10,0.2807196207641856,0.2208163257784002,0.7277901974205135,0.43303629216725725,0.24558083095632244,4,4.460870347652915,0.6769511915250671,0.0017867922207630048
0,0.9333775939787696,235,7,0.1113560599266169,0.43688820702304654,0.6024858001474827,0.35175271569576777,0.7894197782801247,4,4.57035128434563,0.0007267935796970112,0.00017243761870852287
3,0.9342279503442532,331,9,0.23258036780286723,0.8918031492538665,0.7939961969021998,0.7856068269305779,0.6911672792458208,3,0.8637942295278445,0.08215971372782918,0.0006916876479925019
2,0.9140628303398316,665,5,0.29956897980218955,0.3775667380909779,0.6740905726462582,0.3666946360623733,0.7429168811484578,10,3.1663257878660027,0.64912930956438,0.0004926485850905104
8,0.9342377562419559,874,7,0.1374189131763033,0.9903500271670256,0.9983362642418552,0.4438022478248893,0.3723148505756744,5,0.5920188116666925,0.20991662947370188,0.018005029848935365
1,0.9210886495940936,931,5,0.25114809262914584,0.2813379399074668,0.25512565150508265,0.9923910269898849,0.5359118331471023,7,4.970774467237344,3.2643917490760175,0.012325933777139763
13,0.9368562074891218,159,8,0.11567937268266658,0.7659863641618944,0.32244920686496087,0.7962153297690606,0.5971785911028834,9,0.32694709454798243,0.00011574379243537416,0.13400268494743742
12,0.9330665296345687,517,6,0.1470207340142115,0.941236663705483,0.4166262626054139,0.777552118130961,0.8665610815620679,6,2.679624156108486,0.007940473063184067,0.00029577507140428084
11,0.9317511690631732,824,10,0.23105870608193457,0.6125214948288831,0.7463256994786596,0.4889296265810118,0.556682286623298,3,4.273172365345268,1.320883363464341,9.032286260155246
14,0.9386354863749263,410,4,0.04518063988022922,0.5139556389178674,0.42571586638691167,0.8985467790467121,0.5738971939889147,4,4.058933202396877,0.9548912469714496,0.17653303873090065
5,0.9421483125120812,601,7,0.00554951556692849,0.40861730782282035,0.9388909421372561,0.31965797737115564,0.4578399719304814,3,3.346352069300771,0.0009654687592440841,0.008240070411176185
19,0.9419794728204958,467,3,0.028556069663445725,0.7795678273724586,0.2616006165552082,0.20450289556593432,0.9856347630122086,1,0.12297861858378539,0.00015987371198028687,4.516995142708236
15,0.9215007983833334,571,9,0.19618531326038552,0.3261597861820253,0.4017973317278125,0.2409803933542418,0.42854681923717763,2,1.5562981641492768,0.00025269975625946065,0.7615267949556365
6,0.9361300283742772,938,6,0.037531429618503385,0.5268583889276673,0.6343695682339454,0.7112091554998852,0.9315248076742533,7,3.528430124567097,0.3513811210910902,1.038711789598377
18,0.9429240178807976,638,4,0.012637115119072688,0.8531642735679106,0.554208486849351,0.5574483803881598,0.279215746784257,7,1.7942333364625862,0.8259794496748485,3.3587727286840448
10,0.941858859026403,682,6,0.007966548947882924,0.5962791513378254,0.8180357016335216,0.5953941810167722,0.594115446287311,9,2.8515434628825065,0.0002045830235704762,0.0006083890280842269
20,0.9412126079966324,416,3,0.036703993415600995,0.718110313742501,0.3958617662001903,0.6295575648378255,0.9790818926851688,1,0.13160606511481326,0.00022572581398349218,0.5863428529539221
17,0.9420379147601992,699,5,0.019414981116909688,0.6748840223557533,0.2626419243688522,0.7584158650556134,0.43806384753950395,2,4.035705200912114,0.000187618117273343,8.023144889140296
21,0.9387052511208372,474,4,0.007120490803509957,0.6216248595372214,0.4952984083675289,0.21541629975327803,0.3767452838791551,1,3.474640224764383,0.02738955103986277,0.8806400347883621
9,0.9369307035076204,964,8,0.031150921927711205,0.3335488587966521,0.27438154653974084,0.7891456501312711,0.8404459081249526,1,2.1068317071246314,0.005632496284233507,3.6974056459190447
22,0.941805287683185,588,3,0.005885983825970469,0.7121367849763878,0.9931917949980077,0.24197578607104786,0.9761001102275009,1,1.6331510962697413,0.00016083412589103994,3.9802137729765183
23,0.9417738516199028,719,3,0.005569753501726507,0.7173042103046599,0.9280874700876722,0.20794983008693171,0.9619798688747923,1,3.1862651102226662,0.0017068197540869203,2.5217297032233588
24,0.9422975299720144,747,3,0.0055136291575838565,0.792057322914082,0.9845932551589516,0.20356398853958646,0.9855909394851653,1,2.21568151295526,0.00165202800684058,0.007248058027792212
25,0.942048729842989,708,4,0.0052141282341123495,0.6732033010263914,0.9936502858799812,0.5987013259926594,0.22822923343536966,8,2.340760440727244,0.022887003583121387,0.008558365631276661
27,0.9419750222829529,758,4,0.0051712544541674,0.8363534281626219,0.9850110489008197,0.5588555789891172,0.21440287588309004,8,2.2229327303845787,9.669762546385966,0.01393837639328439
26,0.942036600836699,751,4,0.005218390025990009,0.7403154028451456,0.9448475802690048,0.6389351619506217,0.2244214738881956,1,1.8728600183868185,0.02434281267549843,0.007713725663526696
16,0.9370299543040576,682,10,0.02446316677753505,0.674345589551212,0.9432952656926883,0.4604853248719235,0.5497418984068576,8,0.5159477917275102,0.0506017025458526,0.005084145403320533
28,0.942303938871311,773,4,0.00524682327428978,0.8468018887449986,0.979447071796071,0.558530288186469,0.22949192599544405,7,1.908100890027169,0.028134353556360528,0.01690032661612899
30,0.9418483027625392,718,5,0.011839456110980905,0.8632878444535098,0.9704188314743605,0.5695369832748864,0.21061050766041067,3,3.833673023666403,0.001154397568768889,0.023780797384516782
31,0.9416513530395976,760,5,0.012148171678570893,0.8613770756687714,0.54124034016578,0.6891806228385446,0.20303829290842934,3,3.831885576463674,0.001119867951579183,0.020716140593291077
32,0.9416102603169451,768,5,0.01198818205450234,0.862042092489234,0.531684945296895,0.5576121033286917,0.25699927703241754,3,3.8707795044311077,0.001019704036418186,0.02053675102075875
29,0.9419008753569169,785,8,0.011113798696846687,0.8509152594091982,0.9803804033842578,0.5515900129757223,0.20661692979292412,8,2.15319599698613,9.255819608230516,0.025684751290115045
34,0.9422205908280876,795,4,0.010931687007747501,0.8418523925113349,0.8858943938144567,0.34981062127136137,0.29164445051898485,3,1.1478716886289813,0.0008431198745668251,0.003662928626116247
33,0.9424601277442555,811,4,0.010943160781731485,0.8545832753530465,0.8987465426630774,0.3182248666243822,0.2143312379452375,7,2.3105944930545044,0.0009554389574093153,0.009825230499594216
35,0.9421711772856837,623,5,0.0115829339549306,0.8670729196641213,0.8893638028798182,0.3158564284955959,0.32652217935137895,3,1.2811118789883027,0.0010717910440056807,0.04054517064736274
