trial,score,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,colsample_bylevel,colsample_bynode,min_child_weight,gamma,reg_alpha,reg_lambda
7,0.8895823577495987,121,6,0.0656783108861019,0.4293019765145992,0.27952830829069547,0.653224562885657,0.4028751714561016,1,3.71298344485512,0.0011766635405661922,5.070539569950108
9,0.8964658055785197,337,9,0.03244265782430547,0.8926174186255029,0.842169375737527,0.20430790675064012,0.9490575167737414,8,2.9798174150475853,5.15000226881944,0.0842614153599483
2,0.8857782759088748,460,3,0.21904091252910574,0.812201367158279,0.6576315634885536,0.9215919473202628,0.8754724227999463,4,3.8228427996370016,0.5010748967992614,0.00476116985860565
0,0.895598860229534,359,8,0.02469637502864503,0.5968625363373866,0.3195768571475352,0.7040135477312387,0.8803934215690434,5,2.9146013461628484,0.02429208656453023,2.4228784973738535
3,0.8844026782894036,640,6,0.21547577738962673,0.6973027725720397,0.7008421475708853,0.5117885894575473,0.5022792427167229,1,0.3329106152886163,0.4883427032457655,0.006703904215826768
8,0.892504959384134,326,10,0.03346116594566238,0.633223779476569,0.23275472518901205,0.9936068908725626,0.6456779125281892,4,2.180539949960725,0.00018282989820590995,0.4739797505187706
6,0.8878049383455202,371,5,0.0053701283870094384,0.7159266129213638,0.22787454021623105,0.5585669653597874,0.7282248413184315,6,1.9691955129778975,0.0002890227210863603,0.00015127374538427646
12,0.8889473974757556,149,8,0.02261175722859292,0.37510060110386356,0.7055674129809009,0.3695468841739805,0.6737936289143027,5,2.5217591146961342,2.3028547199837726,0.12021902588090719
16,0.8873079583398354,257,5,0.06315331884296706,0.5253114012241089,0.6503444587007391,0.8294126973468215,0.5737614393664238,7,3.5600364260366533,9.342536767555773,0.06339326117293052
11,0.8921001281032336,911,5,0.2994165574886363,0.8616860739897358,0.995264694593994,0.4123809770486478,0.509422582010873,9,2.120646400581236,7.527069144584897,0.020992794578299005
17,0.871945599919458,369,7,0.19841062780521512,0.2465793111350111,0.6098015037724681,0.7210323680519162,0.45106443732770646,9,3.6517052887180834,0.008001569054023138,0.0006165192566963207
14,0.8901370203947145,343,4,0.01309506367454513,0.3600808378216986,0.3165290377913572,0.9380586187260276,0.5051794263912234,6,4.001338822968528,0.06041140063221623,1.714156307927461
10,0.8946668470613506,922,9,0.04459895909145097,0.6766724960908976,0.7376216380552557,0.5016636135253982,0.39020769910711267,2,3.739944697648508,0.0007203384580568589,1.5382456613205397
5,0.8945766330969167,844,4,0.014533379527461771,0.5264592897624234,0.3602289262506193,0.5517743882893578,0.51644100830732,4,1.282290831049454,0.42008113093894767,1.3411772331393512
4,0.8912456761984956,899,4,0.03523272324847005,0.4031568636476274,0.829803916992861,0.6784800960051272,0.2981002863083555,4,0.3266330888428831,1.7835271669083022,0.0013206509999525377
18,0.8845647668353607,553,4,0.2346272005252507,0.8085182673084709,0.8725707181726288,0.8215697948902609,0.28313092117676714,9,3.582002585719994,0.0004637620361510602,0.039884140406190816
23,0.8954745028361838,565,10,0.09969853050622111,0.9234585418156858,0.501747415497585,0.2152689745832418,0.9930908573104584,10,4.896995851204193,0.022135070308111036,0.27879580447344
24,0.8960307174553416,518,10,0.10021222734452068,0.9948257313930557,0.5297812684263831,0.23506268746926973,0.9913097833834082,10,2.889784797688889,0.027767076136095453,0.21071533243353185
