Responses,Coding,Count,Pct
"('MCI', 'CN', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'Unknown')",cn_mci_dementia,1,0.0
"('MCI', 'DEM', 'CN', 'CN', 'CN', 'MCI', 'DEM', 'MCI', 'CN', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'Unknown', 'Unknown', 'MCI', 'Unknown', 'Unknown', 'Unknown', 'MCI', 'Unknown', 'MCI')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'MCI', 'Unknown', 'Unknown', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'Unknown', 'Unknown', 'Unknown', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'Unknown', 'Unknown', 'Unknown', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'Unknown', 'Unknown', 'CN', 'MCI', 'MCI', 'DEM', 'Unknown', 'DEM', 'DEM', 'CN', 'CN', 'CN', 'DEM', 'Unknown', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'Unknown', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'Unknown', 'MCI', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'Unknown', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'Unknown', 'CN', 'MCI', 'Unknown')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'Unknown', 'CN', 'DEM', 'CN', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'Unknown', 'CN', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'Unknown', 'CN', 'CN', 'DEM', 'DEM', 'MCI', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'Unknown', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'MCI', 'Unknown')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'MCI', 'MCI', 'Unknown', 'Unknown', 'MCI')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'MCI', 'MCI', 'MCI', 'Unknown', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'MCI', 'MCI', 'MCI', 'Unknown', 'CN', 'MCI', 'MCI', 'Unknown', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'MCI', 'Unknown', 'CN', 'Unknown', 'CN', 'MCI', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'MCI', 'MCI', 'CN', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'MCI', 'MCI', 'CN', 'CN', 'Unknown')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'Unknown', 'Unknown', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'Unknown', 'Unknown', 'Unknown', 'CN', 'Unknown')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'Unknown', 'Unknown', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'Unknown', 'Unknown', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'Unknown', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'Unknown', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'Unknown', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'Unknown', 'CN', 'Unknown', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'MCI', 'MCI', 'Unknown', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'MCI', 'Unknown')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'MCI', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'MCI', 'Unknown', 'MCI', 'MCI', 'MCI', 'DEM', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'MCI', 'Unknown')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'MCI', 'MCI', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'CN', 'Unknown', 'CN', 'Unknown', 'CN')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'MCI', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'MCI', 'MCI', 'CN')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'Unknown', 'Unknown', 'Unknown', 'CN', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'MCI', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'DEM', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'MCI', 'MCI', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'MCI', 'MCI', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'MCI', 'DEM', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'MCI', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'CN', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'MCI', 'CN', 'Unknown', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'MCI', 'CN', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'MCI', 'CN', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'MCI', 'CN', 'CN', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'MCI', 'CN', 'CN', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'MCI', 'CN', 'CN', 'CN', 'Unknown')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'MCI', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'MCI', 'CN', 'CN', 'CN', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'MCI', 'CN', 'MCI', 'CN', 'CN', 'CN', 'CN', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'CN', 'CN', 'Unknown', 'Unknown', 'MCI', 'Unknown')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'CN', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'DEM', 'Unknown', 'CN', 'CN', 'Unknown', 'CN', 'Unknown', 'CN', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'CN', 'Unknown')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'CN', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('MCI', 'DEM', 'CN', 'DEM', 'DEM', 'DEM', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'DEM', 'CN', 'MCI', 'CN', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'DEM', 'CN', 'MCI', 'CN', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'CN', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'CN', 'CN', 'CN', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'CN', 'CN', 'CN', 'DEM', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'CN', 'CN', 'CN', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'CN', 'CN', 'CN', 'CN', 'Unknown')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'Unknown', 'CN', 'CN', 'CN', 'DEM')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'Unknown', 'CN', 'CN', 'CN', 'MCI', 'CN', 'MCI')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'Unknown', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'DEM', 'Unknown', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'Unknown', 'CN', 'CN', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'Unknown', 'CN', 'MCI', 'CN', 'MCI', 'CN', 'MCI', 'CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'Unknown', 'CN', 'MCI', 'MCI', 'MCI', 'Unknown', 'Unknown', 'MCI', 'CN')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'Unknown', 'CN', 'Unknown', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'Unknown', 'CN', 'Unknown', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'Unknown', 'CN', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'CN', 'CN', 'CN', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'Unknown', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'MCI', 'Unknown', 'MCI', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'MCI', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'MCI', 'Unknown', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'MCI', 'Unknown', 'Unknown', 'Unknown', 'CN', 'Unknown')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'MCI', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'CN', 'Unknown', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'MCI', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'MCI')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'MCI', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'MCI', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'CN', 'Unknown')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'MCI', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'MCI', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'Unknown', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'CN', 'CN', 'MCI', 'MCI', 'DEM', 'MCI', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'CN', 'CN', 'MCI', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'CN', 'CN', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'CN', 'CN', 'MCI', 'CN', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'CN', 'CN', 'MCI', 'CN', 'CN', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'CN', 'CN', 'MCI', 'CN', 'CN', 'CN', 'MCI')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'CN', 'CN', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'CN', 'CN', 'MCI', 'CN')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'CN', 'CN', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'Unknown', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'Unknown', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'DEM', 'CN', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('MCI', 'DEM', 'DEM', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'Unknown', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'Unknown', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'DEM', 'DEM', 'DEM', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'DEM', 'DEM', 'DEM', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'Unknown', 'Unknown', 'CN', 'CN', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'Unknown', 'Unknown', 'CN', 'DEM')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'Unknown', 'Unknown', 'CN', 'DEM', 'MCI', 'CN', 'CN', 'CN', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'Unknown', 'Unknown', 'CN', 'Unknown')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'Unknown', 'Unknown', 'CN', 'Unknown', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'DEM', 'DEM', 'DEM', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'DEM', 'DEM', 'DEM', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'Unknown', 'Unknown', 'CN', 'Unknown', 'Unknown', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'Unknown', 'Unknown', 'CN', 'Unknown', 'Unknown', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'DEM', 'DEM', 'DEM', 'DEM', 'Unknown')",cn_mci_dementia,1,0.0
"('MCI', 'DEM', 'DEM', 'DEM', 'DEM', 'MCI', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'DEM', 'DEM', 'DEM', 'DEM', 'MCI', 'DEM', 'Unknown')",cn_mci_dementia,1,0.0
"('Unknown', 'Unknown', 'Unknown', 'Unknown', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
