count,NACCBMI,NACCMMSE,NACCGDS,CDRSUM,TOBAC30,BILLS,TAXES,SHOPPING,GAMES,STOVE,MEALPREP,EVENTS,PAYATTN,REMDATES,TRAVEL,hearing,vision,NACCLIVS,ALCOHOL,COMMUN,SEX,EDUC,NACCFAM,CVHATT,CVAFIB,DIABETES,HYPERCHO,HYPERTEN,B12DEF,DEPD,ANX,NACCTBI,SMOKYRS,RACE,HISPANIC,NACCNE4S
11919,0.16444509033862167,0.620579087411456,0.06309943307803866,0.0,0.4402282536752711,0.09851534231725523,0.11795206266638432,0.06936011197274726,0.09970188987304517,0.06599453720017526,0.09389227150994077,0.0635100752832945,0.061792329707003754,0.06161760534400857,0.06487444349890864,0.11869573989508546,0.11981004052486559,0.002396400571583053,0.44031594879191155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6940179545263865,0.0,0.0,0.18038426042453226
,0.25018368343866815,0.447584584747278,0.17221926445158167,0.0,0.33097772901393874,0.23194607843699738,0.2486229576059459,0.19351630016387758,0.22113857599995945,0.1892523023746471,0.2224425033083052,0.187500846356557,0.1846420335557189,0.1842927091441342,0.188652706030837,0.21355348297506888,0.2155802374169806,0.03760718924683233,0.33145986207726463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46084146026413814,0.0,0.0,0.3845233208355836
3808,0.172078518907563,0.39413650877017475,0.090890731292517,0.0,0.2838867838802187,0.12345740379485128,0.15912990196078433,0.07480596405228758,0.14216832566359877,0.07293219371081766,0.14807131185807657,0.062143294817927165,0.05971847072162198,0.05748664048952914,0.06714550403494732,0.11171968787515006,0.11182306255835667,0.0021816018073896226,0.2834629685207416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.501313025210084,0.0,0.0,0.15021008403361344
,0.2489069799713922,0.4281341452889438,0.1964326141969289,0.0,0.3307881573061701,0.2547013883045236,0.2770626343130982,0.1974819404983545,0.24944203242829188,0.19322473302392548,0.2697376833126363,0.1826133110302515,0.18125229536472995,0.17975119968339032,0.18733744784203432,0.2085157706702261,0.20712722784314846,0.03316801500897956,0.3306673959944664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000639399290087,0.0,0.0,0.3573241445003596
