trial,score,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,colsample_bylevel,colsample_bynode,min_child_weight,gamma,reg_alpha,reg_lambda
4,0.8725483532531537,117,3,0.008750415787010335,0.7344228591837028,0.756271849831442,0.9604663207535168,0.36876173774902243,7,3.871993837734837,0.025086416357553744,0.010753166831916346
2,0.886905257219874,292,9,0.07044319989343684,0.954491181350984,0.8437422246909935,0.7846274187955373,0.47079714706650233,6,4.849699287437183,2.5836168512263633,0.0001703844829049913
1,0.8809667702193549,300,6,0.12818230181257334,0.6937142049792613,0.7827531477523101,0.5292687388742966,0.773639862590043,5,1.7287765758384055,0.051850929329478435,0.002458853650934297
8,0.8887614598159281,431,4,0.08155928080749383,0.5134333040066807,0.7477040414237237,0.36509609765479323,0.8593880312529213,7,2.7065967216614277,3.3260858352743,0.003783309780881383
6,0.8894138562699411,429,3,0.015898079473567743,0.8643399515928283,0.6221123924200547,0.39244921596515997,0.5938876417508124,9,1.1914234431272197,0.034911554258915525,0.01690254899479644
11,0.8492754472466512,324,7,0.2959682569815441,0.32110261663161466,0.20669710633183547,0.779303345726637,0.6346616200449904,6,2.141381847028922,0.0002584410007599323,0.00011963789456619031
5,0.883228536494058,752,7,0.0620242203846914,0.719997775136302,0.9475945131078234,0.5908101727922851,0.9345621228629494,1,4.255104542647283,4.669382547972473,9.094055418630237
7,0.8866935153144508,825,3,0.0395207051225199,0.3887906198918487,0.6503098207011091,0.5490396039475253,0.47142329912614694,1,3.839869870618811,0.2900948353059223,0.004650937079045664
10,0.8886169741082541,443,5,0.08465992411657972,0.850682468578238,0.835585820072983,0.8123488044781872,0.8016521065438154,3,2.1872968025282584,1.3122534154881573,0.00018078074656877882
9,0.8731834801297671,656,5,0.17438892294236263,0.40413370256733877,0.6419754974544207,0.8783152259603373,0.750234719498247,3,1.9575845542520347,0.007268435301777066,3.3197762216829956
12,0.8725610494024053,484,5,0.2661467725374522,0.7248158306061524,0.6991669859499796,0.4438771286887022,0.8268201689785791,10,1.0570064168583715,0.020607189875159245,2.208843015168909
15,0.8803102448364377,326,5,0.15955883797537374,0.3244312342735223,0.42175203180787,0.47593476527274164,0.4619317477914733,10,3.1558233513902687,0.15018520155617687,5.948992224143728
16,0.8785283065606302,159,6,0.10710380655185707,0.4947103171361744,0.4584808113325511,0.23466579122866574,0.32215151612891335,4,2.450843883905807,3.4891424083755447,0.00015691352502219982
