n_estimators,max_depth,learning_rate,subsample,colsample_bytree,avg AUC score
100,3,0.01,0.6,0.6,0.8410923315814621
100,3,0.01,0.6,0.8,0.8407160774008599
100,3,0.01,0.6,1.0,0.8439231963688485
100,3,0.01,0.8,0.6,0.8342809364548496
100,3,0.01,0.8,0.8,0.8303422121356903
100,3,0.01,0.8,1.0,0.8260451505016722
100,3,0.01,1.0,0.6,0.830485547061634
100,3,0.01,1.0,0.8,0.8200161251791686
100,3,0.01,1.0,1.0,0.8265751911132346
100,3,0.1,0.6,0.6,0.8296016483516484
100,3,0.1,0.6,0.8,0.8284639273769709
100,3,0.1,0.6,1.0,0.8322324414715719
100,3,0.1,0.8,0.6,0.8314590301003346
100,3,0.1,0.8,0.8,0.8146470377448638
100,3,0.1,0.8,1.0,0.8278457955088389
100,3,0.1,1.0,0.6,0.7961986383182035
100,3,0.1,1.0,0.8,0.799593884376493
100,3,0.1,1.0,1.0,0.7993311036789298
100,3,0.2,0.6,0.6,0.8279741997133302
100,3,0.2,0.6,0.8,0.8457746058289537
100,3,0.2,0.6,1.0,0.8200250836120402
100,3,0.2,0.8,0.6,0.7940695174390827
100,3,0.2,0.8,0.8,0.8104694218824655
100,3,0.2,0.8,1.0,0.8126224319159101
100,3,0.2,1.0,0.6,0.7917074773053033
100,3,0.2,1.0,0.8,0.8050316531294792
100,3,0.2,1.0,1.0,0.7949832775919733
100,5,0.01,0.6,0.6,0.8320234113712374
100,5,0.01,0.6,0.8,0.8385660535117058
100,5,0.01,0.6,1.0,0.844096392737697
100,5,0.01,0.8,0.6,0.8537177496416627
100,5,0.01,0.8,0.8,0.8359292881032012
100,5,0.01,0.8,1.0,0.8335134973721932
100,5,0.01,1.0,0.6,0.8379419493549929
100,5,0.01,1.0,0.8,0.8422494624940275
100,5,0.01,1.0,1.0,0.8267887004300046
100,5,0.1,0.6,0.6,0.8354096989966555
100,5,0.1,0.6,0.8,0.8408295508838988
100,5,0.1,0.6,1.0,0.8380972288580985
100,5,0.1,0.8,0.6,0.8451952938365981
100,5,0.1,0.8,0.8,0.8140259197324415
100,5,0.1,0.8,1.0,0.8355470616340182
100,5,0.1,1.0,0.6,0.8284698996655517
100,5,0.1,1.0,0.8,0.83082596751075
100,5,0.1,1.0,1.0,0.8169374104156713
100,5,0.2,0.6,0.6,0.8324773053033923
100,5,0.2,0.6,0.8,0.816056497849976
100,5,0.2,0.6,1.0,0.8341943382704251
100,5,0.2,0.8,0.6,0.833319397993311
100,5,0.2,0.8,0.8,0.8289715719063546
100,5,0.2,0.8,1.0,0.8383868848542761
100,5,0.2,1.0,0.6,0.8059603440038223
100,5,0.2,1.0,0.8,0.8211299569995223
100,5,0.2,1.0,1.0,0.8087643334925942
100,7,0.01,0.6,0.6,0.8419135212613472
100,7,0.01,0.6,0.8,0.8438455566172959
100,7,0.01,0.6,1.0,0.8463598901098901
100,7,0.01,0.8,0.6,0.8536759436215959
100,7,0.01,0.8,0.8,0.8449056378404205
100,7,0.01,0.8,1.0,0.8282847587195412
100,7,0.01,1.0,0.6,0.8458791208791208
100,7,0.01,1.0,0.8,0.8388557095078835
100,7,0.01,1.0,1.0,0.8362338748208312
100,7,0.1,0.6,0.6,0.8728678929765886
100,7,0.1,0.6,0.8,0.8346989966555183
100,7,0.1,0.6,1.0,0.8507495222169135
100,7,0.1,0.8,0.6,0.8372521500238893
100,7,0.1,0.8,0.8,0.8355500477783085
100,7,0.1,0.8,1.0,0.8340032250358338
100,7,0.1,1.0,0.6,0.8377777114190158
100,7,0.1,1.0,0.8,0.8318800764452938
100,7,0.1,1.0,1.0,0.8293806736741519
100,7,0.2,0.6,0.6,0.8484621356903966
100,7,0.2,0.6,0.8,0.8181258958432871
100,7,0.2,0.6,1.0,0.827998088867654
100,7,0.2,0.8,0.6,0.8472378165312948
100,7,0.2,0.8,0.8,0.8267319636884853
100,7,0.2,0.8,1.0,0.8312828475871955
100,7,0.2,1.0,0.6,0.8129509077878643
100,7,0.2,1.0,0.8,0.8194905637840421
100,7,0.2,1.0,1.0,0.8320054945054945
200,3,0.01,0.6,0.6,0.8526069039655996
200,3,0.01,0.6,0.8,0.8448279980888677
200,3,0.01,0.6,1.0,0.8505554228380315
200,3,0.01,0.8,0.6,0.8360248447204969
200,3,0.01,0.8,0.8,0.8359442188246536
200,3,0.01,0.8,1.0,0.8333641901576684
200,3,0.01,1.0,0.6,0.8312052078356427
200,3,0.01,1.0,0.8,0.8325459866220737
200,3,0.01,1.0,1.0,0.8278786430960345
200,3,0.1,0.6,0.6,0.817038939321548
200,3,0.1,0.6,0.8,0.8268125895843287
200,3,0.1,0.6,1.0,0.8182333970377449
200,3,0.1,0.8,0.6,0.8259376493072146
200,3,0.1,0.8,0.8,0.816886645962733
200,3,0.1,0.8,1.0,0.8247193024366937
200,3,0.1,1.0,0.6,0.7936215957955088
200,3,0.1,1.0,0.8,0.7949623745819399
200,3,0.1,1.0,1.0,0.7970795508838987
200,3,0.2,0.6,0.6,0.8341017677974201
200,3,0.2,0.6,0.8,0.846795867176302
200,3,0.2,0.6,1.0,0.8169105351170568
200,3,0.2,0.8,0.6,0.8063127090301003
200,3,0.2,0.8,0.8,0.8172240802675586
200,3,0.2,0.8,1.0,0.816175943621596
200,3,0.2,1.0,0.6,0.786741519350215
200,3,0.2,1.0,0.8,0.8105500477783085
200,3,0.2,1.0,1.0,0.8047390109890109
200,5,0.01,0.6,0.6,0.8546972049689441
200,5,0.01,0.6,0.8,0.8549808886765409
200,5,0.01,0.6,1.0,0.8520484949832776
200,5,0.01,0.8,0.6,0.8477544194935499
200,5,0.01,0.8,0.8,0.8439202102245581
200,5,0.01,0.8,1.0,0.8400113473483038
200,5,0.01,1.0,0.6,0.8434633301481128
200,5,0.01,1.0,0.8,0.8390259197324414
200,5,0.01,1.0,1.0,0.8064426063067367
200,5,0.1,0.6,0.6,0.8259585523172479
200,5,0.1,0.6,0.8,0.835794911610129
200,5,0.1,0.6,1.0,0.8371715241280459
200,5,0.1,0.8,0.6,0.8348632345914954
200,5,0.1,0.8,0.8,0.820879120879121
200,5,0.1,0.8,1.0,0.830333253702819
200,5,0.1,1.0,0.6,0.821171763019589
200,5,0.1,1.0,0.8,0.8156921882465362
200,5,0.1,1.0,1.0,0.8165760869565218
200,5,0.2,0.6,0.6,0.8360367892976589
200,5,0.2,0.6,0.8,0.8156981605351172
200,5,0.2,0.6,1.0,0.8320473005255614
200,5,0.2,0.8,0.6,0.8353440038222647
200,5,0.2,0.8,0.8,0.8267409221213569
200,5,0.2,0.8,1.0,0.8392409221213569
200,5,0.2,1.0,0.6,0.8085105112279024
200,5,0.2,1.0,0.8,0.8177675585284281
200,5,0.2,1.0,1.0,0.8028248924988055
200,7,0.01,0.6,0.6,0.8590450310559007
200,7,0.01,0.6,0.8,0.8584179407548973
200,7,0.01,0.6,1.0,0.8562529861442905
200,7,0.01,0.8,0.6,0.8525591256569516
200,7,0.01,0.8,0.8,0.8447055661729574
200,7,0.01,0.8,1.0,0.835794911610129
200,7,0.01,1.0,0.6,0.8502597945532727
200,7,0.01,1.0,0.8,0.8418060200668898
200,7,0.01,1.0,1.0,0.8252538222646919
200,7,0.1,0.6,0.6,0.8585105112279026
200,7,0.1,0.6,0.8,0.8260899426660296
200,7,0.1,0.6,1.0,0.8506091734352605
200,7,0.1,0.8,0.6,0.8349886526516961
200,7,0.1,0.8,0.8,0.8294135212613473
200,7,0.1,0.8,1.0,0.8291328236980411
200,7,0.1,1.0,0.6,0.8256479933110367
200,7,0.1,1.0,0.8,0.814975513616818
200,7,0.1,1.0,1.0,0.8227753225035833
200,7,0.2,0.6,0.6,0.8500925704730052
200,7,0.2,0.6,0.8,0.8207208552317248
200,7,0.2,0.6,1.0,0.8311902771141902
200,7,0.2,0.8,0.6,0.8494445771619684
200,7,0.2,0.8,0.8,0.8281623268036311
200,7,0.2,0.8,1.0,0.8299689440993789
200,7,0.2,1.0,0.6,0.8110188724319158
200,7,0.2,1.0,0.8,0.8150412087912088
200,7,0.2,1.0,1.0,0.8271201624462494
300,3,0.01,0.6,0.6,0.8468764930721452
300,3,0.01,0.6,0.8,0.8394350215002391
300,3,0.01,0.6,1.0,0.8426839464882943
300,3,0.01,0.8,0.6,0.8371506211180126
300,3,0.01,0.8,0.8,0.8367056856187289
300,3,0.01,0.8,1.0,0.8341823936932633
300,3,0.01,1.0,0.6,0.8272515527950312
300,3,0.01,1.0,0.8,0.8221571906354516
300,3,0.01,1.0,1.0,0.8236771380793119
300,3,0.1,0.6,0.6,0.8159012183468703
300,3,0.1,0.6,0.8,0.8326415432393693
300,3,0.1,0.6,1.0,0.8178242952699474
300,3,0.1,0.8,0.6,0.8282548972766364
300,3,0.1,0.8,0.8,0.8220377448638319
300,3,0.1,0.8,1.0,0.8291985188724318
300,3,0.1,1.0,0.6,0.7953953655040611
300,3,0.1,1.0,0.8,0.799253463927377
300,3,0.1,1.0,1.0,0.800880912565695
300,3,0.2,0.6,0.6,0.8318621595795509
300,3,0.2,0.6,0.8,0.8459298853320594
300,3,0.2,0.6,1.0,0.817044911610129
300,3,0.2,0.8,0.6,0.8072802197802197
300,3,0.2,0.8,0.8,0.8199265408504539
300,3,0.2,0.8,1.0,0.8143723124701385
300,3,0.2,1.0,0.6,0.792239010989011
300,3,0.2,1.0,0.8,0.8099528189202102
300,3,0.2,1.0,1.0,0.8084358576206402
300,5,0.01,0.6,0.6,0.8578864070711896
300,5,0.01,0.6,0.8,0.8581252986144291
300,5,0.01,0.6,1.0,0.8544822025800286
300,5,0.01,0.8,0.6,0.8512601528905875
300,5,0.01,0.8,0.8,0.8439231963688485
300,5,0.01,0.8,1.0,0.8411998327759198
300,5,0.01,1.0,0.6,0.8462344720496894
300,5,0.01,1.0,0.8,0.8454909221213569
300,5,0.01,1.0,1.0,0.8348721930243668
300,5,0.1,0.6,0.6,0.8255822981366461
300,5,0.1,0.6,0.8,0.8368520066889632
300,5,0.1,0.6,1.0,0.8388198757763975
300,5,0.1,0.8,0.6,0.8352514333492593
300,5,0.1,0.8,0.8,0.8233486622073578
300,5,0.1,0.8,1.0,0.8328804347826088
300,5,0.1,1.0,0.6,0.8218615623506927
300,5,0.1,1.0,0.8,0.8153010033444815
300,5,0.1,1.0,1.0,0.8172419971333016
300,5,0.2,0.6,0.6,0.8341256569517439
300,5,0.2,0.6,0.8,0.8181706880076446
300,5,0.2,0.6,1.0,0.8306408265647395
300,5,0.2,0.8,0.6,0.8318054228380316
300,5,0.2,0.8,0.8,0.8238981127568085
300,5,0.2,0.8,1.0,0.8371655518394651
300,5,0.2,1.0,0.6,0.812246177735308
300,5,0.2,1.0,0.8,0.8205775203057811
300,5,0.2,1.0,1.0,0.80418657429527
300,7,0.01,0.6,0.6,0.8610338031533683
300,7,0.01,0.6,0.8,0.8625
300,7,0.01,0.6,1.0,0.8562320831342569
300,7,0.01,0.8,0.6,0.8526248208313426
300,7,0.01,0.8,0.8,0.8460015527950311
300,7,0.01,0.8,1.0,0.842227066411849
300,7,0.01,1.0,0.6,0.853792403248925
300,7,0.01,1.0,0.8,0.8467689918776875
300,7,0.01,1.0,1.0,0.8412446249402772
300,7,0.1,0.6,0.6,0.852645723841376
300,7,0.1,0.6,0.8,0.8224916387959867
300,7,0.1,0.6,1.0,0.8462643334925943
300,7,0.1,0.8,0.6,0.8408803153368372
300,7,0.1,0.8,0.8,0.8306408265647395
300,7,0.1,0.8,1.0,0.8277621834687052
300,7,0.1,1.0,0.6,0.8226110845676062
300,7,0.1,1.0,0.8,0.8135093167701865
300,7,0.1,1.0,1.0,0.8160087195413283
300,7,0.2,0.6,0.6,0.8436843048256092
300,7,0.2,0.6,0.8,0.8182244386048735
300,7,0.2,0.6,1.0,0.8256270903010033
300,7,0.2,0.8,0.6,0.8492415193502151
300,7,0.2,0.8,0.8,0.8294374104156713
300,7,0.2,0.8,1.0,0.8331641184902054
300,7,0.2,1.0,0.6,0.8159967749641662
300,7,0.2,1.0,0.8,0.8180154085045389
300,7,0.2,1.0,1.0,0.8296763019589107
