trial,score,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,colsample_bylevel,colsample_bynode,min_child_weight,gamma,reg_alpha,reg_lambda
0,0.9005318988894994,290,3,0.07275963368645427,0.5845658849882889,0.20851764576059467,0.3163001391776373,0.5461773835792412,1,4.120274804851883,0.02889830250873782,0.4892478392941703
4,0.8907794517481419,192,4,0.22393871027985807,0.352670231324289,0.35906257376563133,0.9838554752997976,0.8374560926526895,5,1.7664439612593474,0.48548747842380685,8.022315226609823
6,0.8974245939477635,335,10,0.22047322040533174,0.7619610580921492,0.4484001012745471,0.7381803538857006,0.9261260869878126,4,4.791146268052967,0.027800413651119807,0.5865808821671318
9,0.8851824310669931,304,3,0.00593957210964425,0.8891770689016473,0.6293766610345314,0.29874855856149785,0.28128414513644584,9,1.0274415441614155,0.000196743702157278,0.5930954899987785
1,0.8965748367721031,620,3,0.19704726883157783,0.34415768009315695,0.7864699818485515,0.8737998298937868,0.620979918259554,2,3.8579697048058748,7.514743604215421,0.2332134980866736
5,0.895634789766507,348,4,0.01097175207988628,0.657968106370638,0.29530688733896293,0.27281445018061795,0.6423161574409834,7,2.946332779844087,0.029604337781356165,0.7536457968742813
2,0.8930936989428211,634,4,0.17523347254418464,0.8716793949701142,0.3087149763814188,0.8352720938619391,0.6943621666691622,9,0.5898090481652152,0.0001352446370048403,0.00015808256536615882
11,0.8999820799298254,536,6,0.15039283032447073,0.7169669244149814,0.9487628041416949,0.9601287513595849,0.2144049954274798,5,4.441636917310687,0.00409554756513476,0.001687186606534213
15,0.8706061368562578,208,5,0.2455592211652704,0.23215982194607393,0.5351853337456091,0.26626725858225575,0.4085999868832049,7,2.559539921016012,0.0802471758073461,0.001383128610839366
10,0.9017525857669385,746,9,0.06321788380174248,0.7967443666594725,0.3280222025056711,0.610027201277906,0.4520406280404993,4,3.383631611388961,0.0005843845414995158,0.009450243178051817
3,0.8685157283173355,789,9,0.29264868519231213,0.34980398349939057,0.5620536108184057,0.3514317313444624,0.9380996660297903,5,0.20263475975815348,0.028218145883625166,0.009145475277892725
12,0.9018490371223434,550,9,0.09910150341249002,0.9019375679795424,0.9379131758101715,0.89555862784956,0.8867295258207097,9,3.603393701741412,0.03375651256245453,0.5637067470486599
