trial,score,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,colsample_bylevel,colsample_bynode,min_child_weight,gamma,reg_alpha,reg_lambda
5,0.9242807093300028,744,4,0.27995800495749407,0.6691585355234883,0.4656685834434538,0.728815144573614,0.7515398735888983,8,1.9572335751227354,0.007445065203320166,0.0011193864044971018
1,0.9381885342673023,478,4,0.04108326164164215,0.7619150965701986,0.7202004087926686,0.770791194524679,0.7238225481747159,4,1.1446642489721393,0.6729125206717144,0.0023814361548898577
7,0.9296093380866681,392,6,0.23602823654479205,0.968614163867998,0.4947816853888043,0.8478730128947536,0.9390028330857008,2,0.1405280720099561,0.0018442370891329526,0.007760355937203566
4,0.9304265807621604,701,9,0.2847127479003049,0.4583754898364556,0.421540874538221,0.46575432453176735,0.9345245835342361,2,0.6342981164848027,0.02112167520676392,2.515516853661474
3,0.940102871756704,716,8,0.04157954930180428,0.4925765700424399,0.3196712401257699,0.38810465606912276,0.5636800694267423,7,4.472559450574792,0.0007502125989907605,0.3204805640959183
9,0.9377423951433214,544,6,0.03265550199767101,0.7514355971070394,0.9632011206573073,0.43620135215369404,0.8053592467584114,5,4.436319215730124,0.003383154331594221,0.0001427991164768727
10,0.9388449314164286,110,7,0.005069290544673675,0.20116056170211394,0.9137368218937634,0.5010158497520641,0.22549838307858067,10,4.0120214825534575,0.014412483841625034,0.014817632657701682
0,0.9416940440734818,643,5,0.00930403188673217,0.5592686938547391,0.8166539613868534,0.7624849332304524,0.474294888009902,7,2.685618546084822,0.0019895838302876074,0.08793981944872871
11,0.9254844751119826,542,3,0.17186051678631956,0.3194103713229227,0.20947484092718513,0.45467755968777573,0.31905019501163584,3,0.7780552214459052,0.15167364958616508,0.0005012128295861064
14,0.9405925790811315,123,7,0.01760968113144946,0.6146843451750081,0.6265384827262594,0.6253268779648252,0.4042982373456312,9,0.30881405328831213,0.021937750404113734,0.04187476380997976
2,0.9373925794484874,787,9,0.04209922611655954,0.42210449104774544,0.5238432471732857,0.9572501777118541,0.49891875892251597,4,2.2999457102463965,0.007203544758697237,0.012711535211779767
17,0.9403339772289021,181,5,0.05708723553744245,0.5586428649421764,0.21287304052561318,0.9158588496867801,0.5321299487075595,10,1.1248055537622852,0.001881388857604483,4.6835468942450245
13,0.9288908275261358,769,3,0.2518061733308917,0.728324417777422,0.744822593894213,0.635167246426821,0.4471881592879003,9,1.6588291741168837,0.6716953376484461,0.20306510653902204
16,0.9241536365426274,481,8,0.2044697826784249,0.2952819699294911,0.9815906438463671,0.4738839721785956,0.6354143267761625,7,3.0644954755863782,0.00022346381220796676,0.03354863704731384
18,0.9394020328932555,370,3,0.008199443725332519,0.7837806211731193,0.7423220581677294,0.818456435239691,0.40237744964757205,9,3.061880492220105,0.4227766615541314,1.5557669152730464
8,0.9415163090467462,798,4,0.007713879440941041,0.7967953218564174,0.7283961977188873,0.8496693860781556,0.8834208850950467,1,0.6104058949671504,0.013894206689770953,0.08267812727417805
